Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,ExtraIncome,LoanAmount,Loan_Amount_Term,lastloanpaid,Property_Area,Loan_Status
1,0,3,0,0,687525,0.0,13875.0,360.0,1.0,0,Y
1,1,3,0,0,712800,0.0,20625.0,360.0,1.0,0,Y
1,1,0,0,0,193725,158625.0,9000.0,360.0,1.0,2,Y
1,1,2,1,0,149475,121875.0,8475.0,180.0,1.0,1,Y
1,1,2,0,0,232500,105000.0,8475.0,360.0,1.0,2,Y
1,1,2,0,0,245700,36300.0,10125.0,360.0,1.0,1,Y
0,0,0,0,0,238500,0.0,5325.0,360.0,0.0,2,N
1,1,0,0,0,227475,109425.0,7125.0,360.0,1.0,2,Y
1,0,0,1,0,292650,124950.0,8175.0,360.0,1.0,0,Y
0,0,0,0,0,112500,135000.0,7725.0,360.0,0.0,1,N
1,1,2,1,0,216675,0.0,3375.0,180.0,0.0,2,N
1,0,0,1,0,206625,0.0,4875.0,300.0,1.0,0,N
1,0,0,0,0,187500,1500000.0,7725.0,360.0,1.0,1,Y
0,0,0,1,0,147225,0.0,3975.0,360.0,1.0,1,Y
0,0,0,0,2,558075,0.0,14550.0,360.0,1.0,0,N
0,0,0,0,0,341025,0.0,8625.0,360.0,1.0,1,Y
1,1,0,1,0,162525,180000.0,8625.0,360.0,1.0,2,Y
0,0,0,1,0,165975,0.0,4950.0,360.0,1.0,0,Y
1,1,1,0,0,622500,0.0,11400.0,300.0,0.0,1,N
1,1,3,0,0,6075000,0.0,27000.0,360.0,0.0,0,N
0,0,1,1,2,290025,0.0,4650.0,360.0,1.0,1,N
1,1,0,0,1,469200,0.0,12000.0,360.0,1.0,2,Y
1,1,0,1,0,457200,0.0,16350.0,360.0,0.0,0,N
1,1,0,1,0,168975,152475.0,8250.0,360.0,1.0,0,Y
0,1,0,1,0,161175,242775.0,13350.0,360.0,0.0,1,N
0,0,0,0,0,224625,0.0,4500.0,360.0,1.0,2,Y
0,0,1,0,0,195000,0.0,12000.0,360.0,1.0,2,N
1,1,2,0,2,120000,1500000.0,17925.0,360.0,1.0,2,N
1,1,0,0,0,76875,207975.0,8400.0,360.0,1.0,0,Y
1,1,0,0,0,243450,106275.0,10350.0,360.0,1.0,1,Y
1,1,0,0,0,437175,0.0,10350.0,360.0,1.0,0,Y
0,0,0,1,0,204000,0.0,6000.0,360.0,0.0,2,N
1,1,0,0,0,136500,128925.0,7500.0,360.0,1.0,2,Y
1,1,1,0,0,543750,125025.0,8250.0,360.0,0.0,2,N
1,1,0,0,0,1116000,0.0,7200.0,360.0,1.0,1,Y
1,1,0,0,0,199950,322500.0,9075.0,360.0,1.0,0,Y
0,0,1,1,0,345450,0.0,6075.0,360.0,1.0,0,N
1,1,2,0,0,445125,0.0,9975.0,360.0,1.0,1,Y
1,1,0,0,0,219000,1209.000063,6525.0,360.0,1.0,0,Y
1,0,0,1,0,203775,0.0,4500.0,180.0,1.0,2,Y
0,0,1,0,2,646800,0.0,11250.0,360.0,1.0,1,Y
1,0,0,0,0,487500,0.0,7875.0,360.0,0.0,0,N
1,0,0,0,1,965700,0.0,30375.0,360.0,1.0,1,Y
1,1,0,0,0,181875,175500.0,10725.0,360.0,1.0,1,Y
1,0,0,0,0,281250,0.0,7500.0,360.0,1.0,2,Y
0,1,2,0,0,753525,0.0,10980.912162162162,240.0,1.0,1,Y
1,0,0,0,0,144450,138825.0,3750.0,360.0,1.0,1,Y
1,1,0,0,0,165975,84375.0,10980.912162162162,360.0,1.0,2,Y
1,0,0,0,2,781200,0.0,14025.0,360.0,0.0,2,N
0,1,0,1,2,535650,0.0,10350.0,360.0,1.0,0,Y
1,0,0,0,0,274500,379800.0,14025.0,360.0,1.0,1,Y
1,1,0,0,0,592575,137475.0,13500.0,360.0,1.0,0,Y
1,0,3,1,0,353025,149475.0,11100.0,360.0,1.0,1,Y
1,0,1,0,0,2828925,0.0,11400.0,360.0,1.0,1,Y
1,1,0,0,0,549975,624975.0,13125.0,300.0,1.0,0,Y
1,1,1,0,2,259950,90750.0,9750.0,360.0,1.0,0,Y
1,1,2,1,0,348900,0.0,8250.0,360.0,1.0,0,Y
1,1,0,0,1,265425,103200.0,4125.0,360.0,1.0,0,N
1,1,2,0,0,250500,128250.0,11250.0,360.0,0.0,0,N
1,0,1,1,2,207675,115650.0,14250.0,360.0,1.0,1,N
1,1,2,1,0,173175,94125.0,9375.0,360.0,0.0,0,N
1,1,2,1,0,146850,109200.0,4500.0,300.0,1.0,2,Y
1,1,0,0,0,296100,129975.0,11175.0,360.0,0.0,0,N
1,1,0,0,0,186225,184950.0,6750.0,180.0,0.0,0,Y
1,0,0,0,2,531375,0.0,6300.0,360.0,1.0,1,Y
1,1,2,0,0,289425,0.0,7200.0,360.0,1.0,1,Y
1,1,0,0,0,322575,0.0,8850.0,360.0,1.0,2,Y
1,1,0,0,0,278100,192675.0,12975.0,360.0,1.0,2,N
1,0,2,0,0,326550,0.0,10200.0,360.0,1.0,0,Y
1,1,0,0,0,625050,0.0,12000.0,360.0,1.0,1,N
2,1,0,0,2,156225,306225.0,12000.0,360.0,1.0,1,Y
1,1,3,0,0,580500,0.0,9600.0,180.0,1.0,2,Y
1,1,0,0,0,226125,164100.0,11475.0,360.0,1.0,0,Y
0,0,1,1,1,389325,0.0,9900.0,360.0,1.0,1,Y
1,0,0,0,0,312450,0.0,7350.0,360.0,0.0,1,N
1,0,0,0,0,450000,0.0,10500.0,360.0,1.0,0,Y
1,1,3,1,0,221025,124800.0,5250.0,180.0,0.0,2,N
2,1,0,0,0,1251900,0.0,8250.0,360.0,1.0,1,Y
0,1,2,1,1,15750,218775.0,7350.0,360.0,1.0,1,Y
1,1,0,0,0,324975,183825.0,8250.0,360.0,1.0,2,N
1,1,1,0,2,258750,155925.0,12150.0,360.0,1.0,1,Y
1,1,1,1,0,198975,112500.0,8475.0,180.0,0.0,0,N
1,1,3,0,0,351825,0.0,7500.0,360.0,1.0,1,Y
0,0,0,0,2,187500,0.0,6975.0,360.0,1.0,2,Y
1,0,2,0,0,414900,348600.0,12150.0,360.0,1.0,0,Y
1,1,2,0,2,1239375,76050.0,11250.0,360.0,1.0,0,Y
1,1,2,0,0,502500,131250.0,17250.0,300.0,1.0,1,Y
2,1,2,0,0,215475,140400.0,9900.0,360.0,0.0,1,N
1,1,1,0,2,1250025,168750.0,6450.0,360.0,1.0,1,Y
1,1,2,0,0,221025,120225.0,10980.912162162162,360.0,1.0,2,N
0,0,0,1,0,326250,0.0,11550.0,360.0,1.0,0,Y
1,1,3,1,0,232125,0.0,8475.0,360.0,1.0,0,Y
1,1,0,0,0,156225,236250.0,9600.0,360.0,1.0,1,Y
1,1,0,0,0,812475,0.0,17550.0,360.0,1.0,1,Y
1,1,2,0,0,624975,0.0,18450.0,360.0,1.0,1,Y
1,1,1,1,0,146850,182700.0,9825.0,360.0,1.0,0,Y
1,0,2,0,0,266025,0.0,6000.0,360.0,0.0,0,N
1,1,1,0,0,1374975,0.0,37500.0,360.0,1.0,2,N
1,1,2,0,2,343725,156225.0,12000.0,360.0,1.0,1,Y
1,0,0,0,0,182625,0.0,5625.0,360.0,1.0,2,N
1,0,0,1,0,202425,208875.0,7200.0,360.0,1.0,1,Y
1,1,1,1,0,399975,84825.0,13950.0,360.0,1.0,2,Y
1,0,0,1,0,276825,0.0,8250.0,360.0,1.0,0,Y
0,0,0,1,2,1294725,0.0,16875.0,360.0,1.0,1,Y
1,1,0,0,0,269775,161775.0,8925.0,360.0,0.0,0,N
0,1,1,0,0,249450,68475.0,7875.0,84.0,1.0,1,Y
1,1,0,1,0,195000,127500.0,8025.0,360.0,1.0,0,Y
1,1,0,0,0,346875,214275.0,8325.0,12.0,1.0,2,Y
1,1,1,0,2,217125,0.0,7125.0,360.0,1.0,1,Y
1,0,0,0,0,471225,331200.0,15675.0,360.0,0.0,0,N
0,0,0,0,0,48375,276225.0,8475.0,480.0,1.0,0,Y
0,0,0,0,0,236925,0.0,7500.0,360.0,1.0,1,Y
1,1,2,0,0,364875,421800.0,15600.0,360.0,1.0,1,Y
1,1,1,1,0,303750,397650.0,10350.0,360.0,1.0,0,N
1,1,0,1,0,286050,111225.0,9300.0,300.0,1.0,1,Y
1,1,2,0,0,263250,331200.0,18225.0,360.0,1.0,0,Y
1,1,0,0,0,1562475,500025.0,36000.0,360.0,1.0,2,Y
2,0,0,0,0,268725,0.0,7200.0,360.0,1.0,2,N
1,1,0,0,2,185925,225975.0,14100.0,360.0,1.0,2,Y
0,0,1,0,0,994650,0.0,3000.0,360.0,1.0,2,Y
1,0,0,1,0,269850,96525.0,7500.0,360.0,1.0,0,N
1,1,1,0,0,454875,150300.0,18750.0,360.0,1.0,1,Y
1,1,2,0,0,246225,152625.0,11100.0,360.0,1.0,2,Y
1,1,0,0,0,159750,499950.0,5250.0,180.0,1.0,1,N
1,0,0,0,0,436125,274950.0,23325.0,360.0,1.0,0,N
1,1,3,0,0,259950,257100.0,11250.0,360.0,1.0,0,Y
0,1,2,0,0,152325,122400.0,8475.0,480.0,1.0,1,Y
1,1,2,1,0,230550,135000.0,9225.0,360.0,0.0,1,N
1,0,0,0,0,351225,143625.0,13875.0,360.0,1.0,1,N
0,0,0,1,0,255000,0.0,7125.0,360.0,1.0,0,N
1,1,2,1,0,164400,130650.0,3375.0,360.0,1.0,1,Y
1,0,0,0,0,187500,0.0,4125.0,360.0,1.0,1,Y
1,1,3,0,2,425775,106800.0,7500.0,360.0,1.0,0,Y
1,1,2,0,2,596100,537450.0,36000.0,360.0,1.0,0,Y
1,0,0,0,0,351000,156525.0,10980.912162162162,360.0,1.0,1,N
1,1,2,0,2,1312500,0.0,30000.0,360.0,1.0,0,Y
1,1,0,0,0,283125,0.0,8250.0,360.0,1.0,1,Y
1,1,1,1,0,396375,107250.0,12075.0,360.0,0.0,1,Y
1,0,1,1,0,200925,97650.0,7050.0,360.0,1.0,1,Y
1,0,0,1,0,508725,0.0,9750.0,360.0,1.0,1,Y
1,1,0,0,0,76875,412500.0,16200.0,360.0,1.0,0,Y
1,1,3,0,0,321075,0.0,7500.0,360.0,1.0,2,Y
1,0,2,0,0,269100,0.0,8250.0,360.0,0.0,0,N
1,0,1,0,0,843750,0.0,14700.0,360.0,1.0,1,N
0,0,0,1,2,1362375,0.0,9375.0,360.0,1.0,2,Y
1,0,0,1,1,191250,153150.0,9450.0,360.0,1.0,0,Y
1,1,0,0,0,459975,292950.0,24300.0,360.0,1.0,2,Y
1,0,2,0,0,271275,0.0,8025.0,360.0,1.0,1,Y
1,1,0,1,0,218775,40200.0,4950.0,360.0,1.0,0,N
1,1,3,0,0,481275,0.0,11775.0,180.0,1.0,0,Y
0,1,1,0,0,345600,213375.0,10500.0,180.0,1.0,1,Y
0,0,0,0,0,160350,0.0,7425.0,360.0,0.0,1,N
0,0,1,0,1,273900,0.0,7125.0,360.0,1.0,1,Y
1,1,1,1,0,167925,189300.0,9600.0,360.0,1.0,2,Y
0,1,0,1,0,226275,49725.0,7650.0,360.0,1.0,1,Y
1,1,0,0,0,207600,146250.0,11625.0,360.0,1.0,0,Y
1,0,0,1,0,251850,0.0,6000.0,36.0,1.0,1,N
1,0,0,0,0,189450,133725.0,10875.0,360.0,1.0,0,Y
0,0,0,0,0,375000,0.0,7725.0,360.0,0.0,1,N
1,1,0,0,0,208875,151200.0,8250.0,360.0,1.0,0,Y
1,1,2,0,2,497475,0.0,10980.912162162162,360.0,0.0,0,N
1,1,1,1,0,186900,178125.0,10980.912162162162,360.0,1.0,0,Y
1,1,1,0,0,249975,243750.0,11850.0,360.0,1.0,2,Y
1,1,0,1,0,184050,174975.0,13575.0,360.0,0.0,2,N
1,1,0,0,0,269475,319950.0,9900.0,180.0,0.0,0,N
1,1,1,0,0,410100,77400.0,1950.0,360.0,1.0,1,Y
0,0,0,0,0,200025,121875.0,6300.0,360.0,1.0,2,Y
1,1,3,0,2,760425,0.0,19500.0,360.0,1.0,1,Y
1,1,0,0,0,291525,200175.0,12150.0,360.0,1.0,1,Y
0,1,0,0,0,313500,172950.0,13650.0,360.0,1.0,1,Y
1,1,2,1,0,275625,18150.0,8100.0,360.0,1.0,1,Y
0,1,1,0,2,1461300,0.0,45000.0,360.0,1.0,1,Y
1,1,0,0,0,444225,154050.0,15825.0,360.0,1.0,0,Y
1,0,0,1,2,435000,0.0,9900.0,360.0,1.0,1,Y
1,1,2,0,0,659925,0.0,19350.0,360.0,0.0,2,N
1,1,0,1,0,335025,0.0,9000.0,360.0,1.0,0,Y
1,0,0,0,0,249975,0.0,5250.0,360.0,1.0,2,Y
1,1,3,0,0,255000,187500.0,9225.0,360.0,0.0,0,N
0,0,0,0,0,178350,0.0,675.0,360.0,1.0,2,N
1,1,0,0,0,237450,154800.0,7800.0,360.0,0.0,2,N
1,1,1,0,0,256275,131250.0,13950.0,360.0,1.0,2,Y
1,1,2,0,0,383700,108825.0,12375.0,360.0,0.0,2,N
1,1,2,0,0,1249950,0.0,20625.0,360.0,1.0,2,Y
1,1,2,1,0,459375,121875.0,14025.0,480.0,1.0,1,N
1,1,3,0,0,480450,0.0,11250.0,360.0,1.0,1,N
1,1,2,0,0,236925,34575.0,8100.0,84.0,1.0,2,Y
2,1,0,0,0,231525,165750.0,10200.0,360.0,0.0,1,N
1,0,0,0,0,242175,205425.0,8250.0,360.0,1.0,2,Y
1,1,1,0,0,133650,167400.0,8025.0,360.0,1.0,0,Y
1,0,0,0,1,238650,218775.0,12075.0,360.0,1.0,2,Y
1,1,2,0,0,490500,0.0,15375.0,360.0,1.0,1,Y
1,0,0,0,0,137700,2537775.0,6750.0,360.0,1.0,2,N
0,1,0,0,0,237450,0.0,2700.0,360.0,1.0,1,Y
1,1,1,0,0,141000,0.0,4575.0,360.0,1.0,0,N
1,1,1,0,0,209025,143775.0,10950.0,360.0,0.0,0,N
1,1,1,0,0,321225,225000.0,12900.0,84.0,1.0,0,N
1,1,0,0,0,172275,114150.0,7800.0,360.0,1.0,2,Y
0,0,0,1,0,162375,0.0,5250.0,360.0,1.0,1,Y
2,0,0,0,0,356250,0.0,7050.0,360.0,1.0,1,Y
1,1,2,0,2,204450,0.0,7950.0,360.0,0.0,1,N
1,1,0,0,0,225000,256200.0,4200.0,180.0,1.0,1,Y
1,1,2,0,2,450000,0.0,15375.0,240.0,1.0,1,N
2,0,3,0,2,701775,0.0,21900.0,360.0,1.0,1,Y
1,1,0,0,0,289425,247500.0,10650.0,180.0,1.0,0,Y
1,1,0,0,2,1209000,0.0,19500.0,360.0,1.0,2,Y
1,0,0,1,0,287475,0.0,8250.0,360.0,1.0,0,Y
1,1,2,1,2,478725,75000.0,14025.0,360.0,1.0,0,N
1,0,0,0,0,224025,0.0,6600.0,360.0,0.0,1,N
1,1,0,0,2,747225,0.0,13500.0,360.0,1.0,0,Y
1,1,2,0,0,433500,0.0,14400.0,360.0,1.0,2,Y
0,0,3,0,1,31200,3125025.0,26250.0,180.0,1.0,2,N
1,1,0,1,1,217050,209400.0,11625.0,360.0,1.0,0,Y
1,1,3,0,0,427725,0.0,9600.0,360.0,1.0,2,Y
1,0,0,0,0,275700,322575.0,12900.0,360.0,1.0,0,Y
0,1,1,0,0,900000,0.0,37200.0,360.0,1.0,1,Y
1,1,0,1,0,180000,285000.0,10980.912162162162,180.0,1.0,2,N
1,1,1,0,0,255000,187500.0,12975.0,360.0,1.0,1,Y
1,1,2,1,0,299025,105825.0,11775.0,360.0,1.0,0,Y
1,1,0,0,0,242400,146250.0,8100.0,360.0,1.0,0,Y
0,0,0,0,0,217500,0.0,5325.0,360.0,1.0,0,Y
1,1,3,0,0,307950,0.0,3000.0,180.0,1.0,0,Y
1,1,1,0,0,605400,18000.0,18975.0,360.0,1.0,2,Y
1,1,2,0,0,568725,0.0,14025.0,360.0,1.0,2,Y
0,0,0,0,2,343725,0.0,9975.0,360.0,0.0,1,N
